index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
479a3ae01d23adbc80ee5e9dc3016e54,2026-08-09T06:14:02Z,'Taifun',orf.at,de,0.9,China rüstet sich für Taifun,,https://orf.at/stories/3438636/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,http://web.archive.org/web/20260809113156/https://orf.at/stories/3438636/,China wappnet sich für die Ankunft des Taifuns Dolphin. Er soll in der Nacht auf morgen auf die Ostküste des Landes treffen. Das nationale Wetteramt warnte heute vor sintflutartigen Regenfällen und s… [+1128 chars],,China rüstet sich für Taifun. None,China is preparing for a typhoon. None,Sinae typhonem parat. Nullus,2026-08-10 08:48:29+00:00
84fdc49d05f3b5b4d2b7389f4a0fc3a8,2026-08-09T06:35:06Z,'Taifun',www.diepresse.com,de,0.9,China rüstet sich für Taifun „Dolphin“,Berechnungen zufolge soll der Taifun „Dolphin“ in der Nacht auf Montag auf Land treffen. Bohrinseln vor der Ostküste wurden evakuiert.,https://www.diepresse.com/41159302/china-ruestet-sich-fuer-taifun-dolphin,https://img.diepresse.com/public/incoming/z3ka8j-imagost0808210700010863604149jpg/alternates/WEBP_WIDE_1200/imago_st_0808_21070001_0863604149.jpg,http://web.archive.org/web/20260809101555/https://www.diepresse.com/41159302/china-ruestet-sich-fuer-taifun-dolphin,"Die Presse auf Google als bevorzugte Nachrichtenquelle hinzufügen.
 China wappnet sich für die Ankunft des Taifuns Dolphin. Er soll in der Nacht zum Montag auf die Ostküste des Landes treffen. Das n… [+1210 chars]",,China rüstet sich für Taifun „Dolphin“. Berechnungen zufolge soll der Taifun „Dolphin“ in der Nacht auf Montag auf Land treffen. Bohrinseln vor der Ostküste wurden evakuiert.,"China is preparing for Typhoon “Dolphin”. According to calculations, typhoon “Dolphin” is expected to make landfall on Monday night. Oil rigs off the east coast were evacuated.","Sina Typhoni ""Dolphinum"" parat. Secundum calculos, typhon ""delphinus"" expectatur ut lapsus die Lunae nocte conficiat. De aggeribus olei ad oram orientalem excessi sunt.",2026-08-10 08:48:29+00:00
eabb597a1174b0a0f23370de8b4fdfc7,2026-08-08T05:09:15Z,'Taifun',orf.at,de,0.9,Taifun „Dolphin“: 14.000 Haushalte in Japan ohne Strom,,https://orf.at/stories/3438561/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,http://web.archive.org/web/20260809032606/https://orf.at/stories/3438561/,"Der Taifun Dolphin hat heute im Süden Japans zu Stromausfällen und Flugstreichungen geführt. In der Präfektur Okinawa waren rund 14.000 Haushalte ohne Strom, nachdem der Taifun die Region mit starken… [+795 chars]",,Taifun „Dolphin“: 14.000 Haushalte in Japan ohne Strom. None,"Typhoon “Dolphin”: 14,000 households in Japan without power. None","Typhoon ""Dolphin"": 14.000 familiarum in Iaponia sine potentia. Nullus",2026-08-11 20:03:42+00:00
885183151604fd7e513119645528e33b,2026-08-10T05:00:05Z,'Taifun',www.zeit.de,de,0.9,Taifun: Mehr als 400.000 Menschen vor Taifun in China in Sicherheit gebracht,Der Taifun Dolphin erhöht an Chinas Ostküste die Gefahr von Überschwemmungen und Erdrutschen. Hunderttausende Menschen mussten ihre Häuser verlassen.,https://www.zeit.de/gesellschaft/zeitgeschehen/2026-08/taifun-dolphin-china-evakuierungen-shanghai-zhejiang-fluege,https://img.zeit.de/gesellschaft/zeitgeschehen/2026-08/taifun-dolphin-china-evakuierungen-shanghai-zhejiang-fluege-foto-1/wide__1300x731,http://web.archive.org/web/20260810065246/https://www.zeit.de/gesellschaft/zeitgeschehen/2026-08/taifun-dolphin-china-evakuierungen-shanghai-zhejiang-fluege,Der Taifun Dolphin hat die Ostküste Chinas erreicht. Mehr als 400.000 Menschen mussten vor Eintreffen des Sturms vorsorglich ihre Häuser verlassen. An den Flughäfen Hongqiao und Pudong in Shanghai wu… [+872 chars],,Taifun: Mehr als 400.000 Menschen vor Taifun in China in Sicherheit gebracht. Der Taifun Dolphin erhöht an Chinas Ostküste die Gefahr von Überschwemmungen und Erdrutschen. Hunderttausende Menschen mussten ihre Häuser verlassen.,"Typhoon: More than 400,000 people brought to safety from typhoon in China. Typhoon Dolphin increases the risk of flooding and landslides on China's east coast. Hundreds of thousands of people had to leave their homes.",Typhoon: Plus quam 400.000 homines e typhonibus in Sinis ad salutem perducuntur. Typhon Delphinus periculum auget inundationis et proruit in oram Sinarum orientalem. Centena millia hominum domos suas relinquere.,2026-08-11 20:03:42+00:00
79b8286ac88e267debb1d069b369488c,2026-08-10T07:54:35Z,'Taifun',www.tagesschau.de,de,0.9,Nach tagelangem Regen: Mindestens 15 Tote auf den Philippinen,"Der Taifun ""Dolphin"" und dessen Ausläufer sorgen in Teilen Asiens für katastrophale Zustände: Auf den Philippinen starben mindestens 15 Menschen nach heftigen Überschwemmungen. Auch die Metropole Schanghai ist betroffen.",https://www.tagesschau.de/ausland/asien/philippinen-fluten-100.html,https://images.tagesschau.de/image/141753ba-dce8-48bb-b11c-38fdd1b3d82e/AAABn-qIo1M/AAABnSSvrFg/16x9-big/philippinen-hochwasser-102.jpg?width=1280,,"Stand: 10.08.2026 09:54 Uhr
Der Taifun ""Dolphin"" und dessen Ausläufer sorgen in Teilen Asiens für katastrophale Zustände: Auf den Philippinen starben mindestens 15 Menschen nach heftigen Überschwemm… [+2405 chars]",,"Nach tagelangem Regen: Mindestens 15 Tote auf den Philippinen. Der Taifun ""Dolphin"" und dessen Ausläufer sorgen in Teilen Asiens für katastrophale Zustände: Auf den Philippinen starben mindestens 15 Menschen nach heftigen Überschwemmungen. Auch die Metropole Schanghai ist betroffen.","After days of rain: At least 15 dead in the Philippines. Typhoon ""Dolphin"" and its offshoots are causing catastrophic conditions in parts of Asia: At least 15 people died after severe flooding in the Philippines. The metropolis of Shanghai is also affected.","Post dies pluviae: Saltem XV mortui in Philippinis. Typhoon ""delphinus"" eiusque propagines condiciones funestas in partibus Asiae causant: Saltem XV homines post graves inundationes in Philippinis mortui sunt. Metropolis Shanghai etiam afficitur.",2026-08-11 20:03:42+00:00
e7319499557f86b28f72ccec0d719f14,2026-08-10T10:17:04Z,'Tropensturm',www.diepresse.com,de,0.9,Tropensturm „Dolphin“ hält Chinas Metropole Shanghai in Atem,"950 Starts und Landungen an Flughäfen der Stadt wurden gestrichen, der Betrieb von vier U-Bahn-Linien komplett eingestellt und sämtliche Fähren gestoppt.",https://www.diepresse.com/41163124/tropensturm-dolphin-haelt-chinas-metropole-shanghai-in-atem,https://img.diepresse.com/public/incoming/fj47ud-imagost0810113400010863689202jpg/alternates/WEBP_WIDE_1200/imago_st_0810_11340001_0863689202.jpg,,"Die Presse auf Google als bevorzugte Nachrichtenquelle hinzufügen.
 Mit heftigem Regen und starken Windböen hat der Tropensturm Dolphin den Alltag in Shanghai durcheinandergewirbelt. Selbst der Verk… [+1860 chars]",,"Tropensturm „Dolphin“ hält Chinas Metropole Shanghai in Atem. 950 Starts und Landungen an Flughäfen der Stadt wurden gestrichen, der Betrieb von vier U-Bahn-Linien komplett eingestellt und sämtliche Fähren gestoppt.","Tropical storm “Dolphin” is keeping China’s metropolis Shanghai in suspense. 950 take-offs and landings at the city's airports were canceled, operations on four subway lines were completely stopped and all ferries stopped.","Tropical tempestas ""Dolphin"" Sinis metropolim Shanghai suspendit. 950-peracti et in portibus urbis nisl abolita sunt, operationes in quattuor lineis subway completae sunt et omnia vectoria cessaverunt.",2026-08-11 20:03:42+00:00
71fb226b842f70e6c30aeb20730f58c1,2026-08-10T11:25:18Z,'Taifun',www.n-tv.de,de,0.9,"Überschwemmungen und Ausfälle: Shanghai kämpft mit Tropensturm ""Dolphin"" - Peking wappnet sich","Mit einer deutlich längeren Lebensdauer und einem riesigen Wolkensystem trifft der bisher stärkste Taifun in diesem Jahr auf China. In Shanghai sorgt ""Dolphin"" als Tropensturm für überschwemmte Straßen - nun steuert er auf eine weitere Metropole der Volksrepu…",https://www.n-tv.de/panorama/Shanghai-kaempft-mit-Tropensturm-Dolphin-Peking-wappnet-sich-id31177286.html,https://www.n-tv.de/img/31177303/1786365803/Img_16_9/1200/SHANGHAI-CHINA-AUGUST-09-A-tourist-takes-photos-with-mobile-phone-while-experiencing-strong-winds-on-the-Bund-on-August-9-2026-in-Shanghai-China-The-Shanghai-Meteorological-Observatory-upgraded-the-rainstorm-warning-signal-for-the-central-urban-area-from-orange-to-red-at-10-30-a-m-due-to-the-impact-of-Typhoon-Dolphin.jpg,,"""Dolphin"" macht sich in Shanghai mit heftigem Regen und starken Windböen bemerkbar. (Foto: IMAGO/VCG)
Mit einer deutlich längeren Lebensdauer und einem riesigen Wolkensystem trifft der bisher stärks… [+3399 chars]",,"Überschwemmungen und Ausfälle: Shanghai kämpft mit Tropensturm ""Dolphin"" - Peking wappnet sich. Mit einer deutlich längeren Lebensdauer und einem riesigen Wolkensystem trifft der bisher stärkste Taifun in diesem Jahr auf China. In Shanghai sorgt ""Dolphin"" als Tropensturm für überschwemmte Straßen - nun steuert er auf eine weitere Metropole der Volksrepu…","Floods and outages: Shanghai struggles with tropical storm “Dolphin” - Beijing is preparing itself. With a significantly longer lifespan and a huge cloud system, the strongest typhoon so far this year is hitting China. In Shanghai, ""Dolphin"" is causing flooded streets as a tropical storm - now it is heading for another metropolis of the People's Republic...","Flumina et outages: Shanghai cum tropica tempestate luctatur ""delphinus"" - Beijing se parat. Cum signanter ultra spatium spatium et nubes ingentis systematis, fortissimum typhon usque hoc anno Sinas feriat. In Shanghai, ""Delphinus"" vias inundatas facit ut tempestas tropica - nunc aliam metropolim tendit Rempublicam Popularem.",2026-08-11 20:03:42+00:00
af711a00d3fef1a24103f4efebe22927,2026-08-10T11:27:00Z,'Taifun',www.dw.com,de,0.9,"Ex-Taifun ""Dolphin"" wirbelt Flugpläne durcheinander","Zwar hat sich ""Dolphin"" inzwischen zu einem Tropensturm abgeschwächt. Doch mit starken Böen und heftigem Regen sorgt er für Chaos in Chinas Wirtschaftsmetropole Shanghai. Nun nimmt er Kurs auf Peking.",https://www.dw.com/de/china-taifun-dolphin-tropensturm-shanghai-peking-zhejiang-flugverkehr-hubei-henan-tianjin-hebei/a-78304215,https://static.dw.com/image/78304984_6.jpg,,"""Dolphin"" war am Sonntag zunächst als Taifun im Osten Chinas bei Yuhuan in der Provinz Zhejiang auf Land getroffen. Da hatte er noch Windgeschwindigkeiten von bis zu 151 Kilometern pro Stunde. Wenig … [+2816 chars]",,"Ex-Taifun ""Dolphin"" wirbelt Flugpläne durcheinander. Zwar hat sich ""Dolphin"" inzwischen zu einem Tropensturm abgeschwächt. Doch mit starken Böen und heftigem Regen sorgt er für Chaos in Chinas Wirtschaftsmetropole Shanghai. Nun nimmt er Kurs auf Peking.","Former typhoon “Dolphin” is throwing flight plans into disarray. “Dolphin” has now weakened into a tropical storm. But with strong gusts and heavy rain, it is causing chaos in China's economic metropolis Shanghai. Now he is heading for Beijing.","Prior typhon ""delphinus"" consilia fugae in turbationem iacit. Delphinus iam in tropicam tempestatem debilitavit. Sed cum vehementibus procellis et pluviis gravibus, chaos in Sinis metropolis oeconomicae Shanghai causat. Nunc Pekinum petit.",2026-08-11 20:03:42+00:00
6068d1baf3f5f8d090ce935a334d7f77,2026-08-10T14:03:52Z,'Taifun',orf.at,de,0.9,Taifun „Dolphin“ legt Osten Chinas lahm,"Der Taifun „Dolphin“ hat am Montag mit heftigem Regen und starken Windböen den Alltag im Osten Chinas zum Erliegen gebracht. Auch die Metropole Schanghai ist betroffen. Bisher mussten mehr als eine Million Menschen ihre Häuser verlassen, Hunderte Flüge wurden…",https://orf.at/stories/3438730/,https://ibs.orf.at/news?image=https%3A%2F%2Fassets.orf.at%2Fmims%2F2026%2F33%2F32%2Fcrops%2Fw%3D1200%2Ch%3D630%2Cq%3D75%2F3143544_master_1218632_china_taifun_dolphin_movo_im.jpg%3Fs%3D40903019face86ec7d7e57307d7e55a3a608e571,,"China gab im Vorfeld die höchste Warnstufe aus, Dolphin sei der bisher stärkste Sturm des Jahres in China. Er erreichte am Sonntag zuerst die ostchinesische Provinz Zhejiang und Windgeschwindigkeiten… [+4023 chars]",,"Taifun „Dolphin“ legt Osten Chinas lahm. Der Taifun „Dolphin“ hat am Montag mit heftigem Regen und starken Windböen den Alltag im Osten Chinas zum Erliegen gebracht. Auch die Metropole Schanghai ist betroffen. Bisher mussten mehr als eine Million Menschen ihre Häuser verlassen, Hunderte Flüge wurden…","Typhoon “Dolphin” paralyzes eastern China. Typhoon “Dolphin” brought everyday life in eastern China to a standstill on Monday with heavy rain and strong gusts of wind. The metropolis of Shanghai is also affected. So far, more than a million people have had to leave their homes and hundreds of flights have been...","Typhon ""delphinus"" Sinis orientalibus torpescit. Typhoon ""delphinus"" vitam cotidianam in Sina orientali adduxit ut die Lunae cum gravibus pluviis et vehementibus procellis ventorum fiebat. Metropolis Shanghai etiam afficitur. Hactenus plus quam decies centena milia hominum domos suas relinquere et centeni volatus fuerunt.",2026-08-11 20:03:42+00:00
603ec098d6a5e882ea23b861a8b265ff,2026-08-10T14:04:32Z,'Taifun',www.faz.net,de,0.9,Taifun in Ostchina: Stärkster Regen seit 150 Jahren,"In Shanghai brechen die Regenfälle Rekorde. Hunderttausende Menschen werden im Osten Chinas in Sicherheit gebracht, Tausende Flüge werden gestrichen. Jetzt rüstet sich Peking für Taifun Dolphin.",https://www.faz.net/aktuell/gesellschaft/ungluecke/taifun-in-shanghai-staerkster-regen-seit-150-jahren-201112097.html,https://media0.faz.net/image/w1200h627/038d29732188/w4080h2131x0y331o/202608/43601.0.2418208011/wenn-der-taifun-zuschlaegt-in.webp,,"Während Mitteleuropa mit Trockenheit und Hitze kämpft, macht Ostchina der Taifun Dolphin zu schaffen. In der ganzen Region traten Flüsse über die Ufer, Straßen entwickelten sich zu reißenden Bächen, … [+3190 chars]",,"Taifun in Ostchina: Stärkster Regen seit 150 Jahren. In Shanghai brechen die Regenfälle Rekorde. Hunderttausende Menschen werden im Osten Chinas in Sicherheit gebracht, Tausende Flüge werden gestrichen. Jetzt rüstet sich Peking für Taifun Dolphin.",Typhoon in East China: Heaviest rain in 150 years. Rainfall is breaking records in Shanghai. Hundreds of thousands of people are being brought to safety in eastern China and thousands of flights are being canceled. Beijing is now preparing for Typhoon Dolphin.,Typhoon in Sinis Orientalibus: pluvia gravissima in 150 annis. Imbribus monumentis in Shanghai solveret. Centum milia hominum in Sinis orientalibus ad salutem perducuntur et milia volatuum cassantur. Beijing nunc Typhoni Delphinum parat.,2026-08-11 20:03:42+00:00
