index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
dfa13682f59e2a737f72aad23cc9602b,2026-04-06T03:30:15Z,'Tropensturm',www.zeit.de,de,0.9,"Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen","Hier finden Sie Informationen zu dem Thema „Tropensturm im Südpazifik“. Lesen Sie jetzt „Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen“.",https://www.zeit.de/news/2026-04/06/fidschi-ruestet-sich-fuer-zyklon-vaianu-schulen-geschlossen,https://img.zeit.de/news/2026-04/06/fidschi-ruestet-sich-fuer-zyklon-vaianu-schulen-geschlossen-image-group/wide__1300x731,,"Der sich rasch verstärkende Tropensturm «Vaianu» bereitet der Inselgruppe Fidschi im Südpazifik Sorgen. Die Behörden warnen vor Starkregen, Überschwemmungen und heftigem Wind. Vorsorglich bleiben in … [+1635 chars]",,"Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen. Hier finden Sie Informationen zu dem Thema „Tropensturm im Südpazifik“. Lesen Sie jetzt „Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen“.","Tropical storm in the South Pacific: Fiji prepares for cyclone ""Vaianu"": schools closed. Here you will find information on the topic “Tropical Storm in the South Pacific”. Now read “Fiji braces for cyclone Vaianu: schools closed”.","Tempestas tropica in Pacifico Australi: Fiji praeparat cyclonem ""Vaianu"": scholae clausae. Hic informationes invenies in themate ""Tropical Storm in South Pacific"". Nunc legitur ""Fiji adstringit cyclone Vaianu: scholae clausae"".",2026-04-11 19:43:17+00:00
8234d592297a12232e004447bf6d0df7,2026-04-06T03:30:15Z,'Tropensturm',www.stern.de,de,0.9,"Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen","Ein Zyklon zieht auf das Südseeparadies Fidschi zu: Wegen ""Vaianu"" wurden bereits Schulen und Universitäten geschlossen. Erinnerungen an einen anderen Sturm werden wach.",https://www.stern.de/panorama/tropensturm-im-suedpazifik--fidschi-ruestet-sich-fuer-zyklon--vaianu---schulen-geschlossen-37284588.html,https://image.stern.de/37284590/t/i7/v1/w1440/r1.7778/-/06--hcjq27opj7v33axs2048jpeg---ab68287c2ae469d1.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ein Zyklon zieht auf das Südseeparadies Fidschi zu: Wegen ""Vaianu"" wurden bereits Schulen und Universitäten geschlossen. Erinnerungen an einen an… [+1721 chars]",,"Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon ""Vaianu"": Schulen geschlossen. Ein Zyklon zieht auf das Südseeparadies Fidschi zu: Wegen ""Vaianu"" wurden bereits Schulen und Universitäten geschlossen. Erinnerungen an einen anderen Sturm werden wach.","Tropical storm in the South Pacific: Fiji prepares for cyclone ""Vaianu"": schools closed. A cyclone is approaching the South Sea paradise of Fiji: schools and universities have already been closed because of “Vaianu”. Memories of another storm come back.","Tempestas tropica in Pacifico Australi: Fiji praeparat cyclonem ""Vaianu"": scholae clausae. Cyclone paradisus Fiji mare meridionale appropinquat: scholae et universitates iam propter ""Vaianu"" clausa sunt. Ad memoriam alterius tempestatis redeo.",2026-04-11 19:43:17+00:00
977c15e31cd9e60910cef2277db7a7eb,2026-04-06T03:31:53Z,'Tropensturm',www.tagesspiegel.de,de,0.9,Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon „Vaianu“: Schulen geschlossen,Ein Zyklon zieht auf das Südseeparadies Fidschi zu: Wegen „Vaianu“ wurden bereits Schulen und Universitäten geschlossen. Erinnerungen an einen anderen Sturm werden wach.,https://www.tagesspiegel.de/gesellschaft/panorama/tropensturm-im-sudpazifik-fidschi-rustet-sich-fur-zyklon-vaianu-schulen-geschlossen-15438471.html,https://www.tagesspiegel.de/images/15438470/alternates/BASE_16_9_W1400/1775446312000/zyklon-steuert-auf-fidschi-zu.jpeg,,"Der sich rasch verstärkende Tropensturm Vaianu bereitet der Inselgruppe Fidschi im Südpazifik Sorgen. Die Behörden warnen vor Starkregen, Überschwemmungen und heftigem Wind. Vorsorglich bleiben in Ab… [+2253 chars]",,Tropensturm im Südpazifik: Fidschi rüstet sich für Zyklon „Vaianu“: Schulen geschlossen. Ein Zyklon zieht auf das Südseeparadies Fidschi zu: Wegen „Vaianu“ wurden bereits Schulen und Universitäten geschlossen. Erinnerungen an einen anderen Sturm werden wach.,Tropical storm in the South Pacific: Fiji prepares for cyclone “Vaianu”: schools closed. A cyclone is approaching the South Sea paradise of Fiji: schools and universities have already been closed because of “Vaianu”. Memories of another storm come back.,"Tropical tempestas in Pacifico Australi: Fiji praeparat cyclonem ""Vaianu"": scholae clausae. Cyclone paradisus Fiji mare meridionale appropinquat: scholae et universitates iam propter ""Vaianu"" clausa sunt. Ad memoriam alterius tempestatis redeo.",2026-04-11 19:43:17+00:00
8350c3b24571467319084e1a96ce1236,2026-04-06T13:11:09Z,'Tropensturm',www.morgenpost.de,de,0.9,Fidschi in Alarmbereitschaft: Zyklon „Vaianu“ sorgt für Ausnahmezustand,"Auf Fidschi wächst die Sorge vor dem Tropensturm „Vaianu“. Schulen schließen, Behörden warnen vor Fluten. Wie schlimm wird es wirklich?",https://www.morgenpost.de/ratgeber-wissen/article411647527/fidschi-in-alarmbereitschaft-zyklon-vaianu-sorgt-fuer-ausnahmezustand.html,https://img.sparknews.funkemedien.de/411644464/411644464_1775481074_v16_9_1600.jpeg,,"Der aufziehende Tropensturm Vaianu setzt Fidschi unter Druck. Sorge bereitet den Behörden vor Ort nicht nur seine Zugbahn, sondern vor allem das Tempo, mit dem er sich verstärkt. Innerhalb kurzer Zei… [+2239 chars]",,"Fidschi in Alarmbereitschaft: Zyklon „Vaianu“ sorgt für Ausnahmezustand. Auf Fidschi wächst die Sorge vor dem Tropensturm „Vaianu“. Schulen schließen, Behörden warnen vor Fluten. Wie schlimm wird es wirklich?","Fiji on alert: Cyclone “Vaianu” causes a state of emergency. Concern about tropical storm Vaianu is growing in Fiji. Schools close, authorities warn of floods. How bad will it really get?","Fiji intenti: Cyclone ""Vaianu"" statum iurgiorum facit. Sollicitudo de tempestate tropica Vaianu crescit in Fiji. Scholarum claudunt, auctores diluvia monent. Quam malus erit vere adepto?",2026-04-11 19:43:17+00:00
08e09330d38b7aa5295db6ce460bc689,2026-04-12T03:30:00Z,'Wirbelsturm',www.nzz.ch,de,0.9,Wie ein Wirbelsturm – Aryna Sabalenka fegt die Gegnerinnen mit ihrer Energie vom Platz,"Die Weissrussin dominiert das Frauentennis mit physischer und mentaler Stärke. Doch um an die Spitze zu gelangen, musste sie Anfeindungen und einen schweren Schicksalsschlag überwinden.",https://www.nzz.ch/sport/tennis/aryna-sabalenka-wie-sie-zur-dominierenden-tennis-ikone-wurde-ld.1932011,"https://img.nzz.ch/2026/04/09/48929d7b-800c-4beb-964d-8c3e2eb1f971.jpg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=4689,2638,x0,y0&wmark=nzz",,"Die Weissrussin dominiert das Frauentennis mit physischer und mentaler Stärke. Doch um an die Spitze zu gelangen, musste sie Anfeindungen und einen schweren Schicksalsschlag überwinden.
Klaus Bellst… [+7229 chars]",,"Wie ein Wirbelsturm – Aryna Sabalenka fegt die Gegnerinnen mit ihrer Energie vom Platz. Die Weissrussin dominiert das Frauentennis mit physischer und mentaler Stärke. Doch um an die Spitze zu gelangen, musste sie Anfeindungen und einen schweren Schicksalsschlag überwinden.","Like a whirlwind – Aryna Sabalenka sweeps her opponents off the pitch with her energy. The Belarusian dominates women's tennis with physical and mental strength. But to get to the top, she had to overcome hostility and a severe blow of fate.","Sicut turbo - Aryna Sabalenka adversarios rapit picem cum industria. Belarusian tennis dominatur feminarum viribus corporis et mentis. Sed ut ad cacumen perveniam, inimicitias et gravem fati ictum superare oportuit.",2026-04-13 05:21:53+00:00
ca94add52c1a161a5a35da2b152e379f,2026-04-13T04:54:46Z,'Wirbelsturm',www.stern.de,de,0.9,"Höchste Warnstufe auf Marianen: Supertaifun ""Sinlaku"" bedroht US-Außengebiete im Pazifik",Ein Monster-Taifun steuert auf US-Außengebiete im Pazifik zu. Die Behörden schlagen Alarm – und warnen vor zerstörerischen Winden und Überschwemmungen. US-Präsident Trump ruft den Notstand aus.,https://www.stern.de/panorama/hoechste-warnstufe-auf-marianen--supertaifun--sinlaku--bedroht-us-aussengebiete-im-pazifik-37302506.html,https://image.stern.de/37302508/t/ip/v1/w1440/r1.7778/-/13--snekkdjk2bv20axs2048jpeg---aa1d5acb318744da.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ein Monster-Taifun steuert auf US-Außengebiete im Pazifik zu. Die Behörden schlagen Alarm und warnen vor zerstörerischen Winden und Überschwemmun… [+2634 chars]",,"Höchste Warnstufe auf Marianen: Supertaifun ""Sinlaku"" bedroht US-Außengebiete im Pazifik. Ein Monster-Taifun steuert auf US-Außengebiete im Pazifik zu. Die Behörden schlagen Alarm – und warnen vor zerstörerischen Winden und Überschwemmungen. US-Präsident Trump ruft den Notstand aus.",Highest warning level in the Mariana Islands: Super typhoon “Sinlaku” threatens US external areas in the Pacific. A monster typhoon is heading towards US territories in the Pacific. The authorities are sounding the alarm - and warning of destructive winds and floods. US President Trump declares a state of emergency.,"Praecipuus gradus admonitionis in insulis Marianis: Super typhon ""Sinlaku"" in locis externis US in Pacifico minatur. Typhon monstrum spectat ad fines US in Pacifico. Auctores terrorem sonant - et monitu ventorum et fluminum perniciosorum. Praeses US Trump statum subitis declarat.",2026-04-14 08:50:07+00:00
230dbfc7288d27fdb828248ce79b9794,2026-04-13T04:55:53Z,'Taifun',www.tagesspiegel.de,de,0.9,Höchste Warnstufe auf Marianen: Supertaifun „Sinlaku“ bedroht US-Außengebiete im Pazifik,Ein Monster-Taifun steuert auf US-Außengebiete im Pazifik zu. Die Behörden schlagen Alarm – und warnen vor zerstörerischen Winden und Überschwemmungen. US-Präsident Trump ruft den Notstand aus.,https://www.tagesspiegel.de/gesellschaft/panorama/hochste-warnstufe-auf-marianen-supertaifun-sinlaku-bedroht-us-aussengebiete-im-pazifik-15464215.html,https://www.tagesspiegel.de/images/15464214/alternates/BASE_16_9_W1400/1776056153000/taifun-sinlaku.jpeg,,Angesichts des herannahenden Supertaifuns Sinlaku haben die Behörden auf den Nördlichen Marianen die höchste Alarmstufe ausgerufen. Das abgelegene US-Außengebiet liegt im westlichen Pazifik nordöstli… [+3808 chars],,Höchste Warnstufe auf Marianen: Supertaifun „Sinlaku“ bedroht US-Außengebiete im Pazifik. Ein Monster-Taifun steuert auf US-Außengebiete im Pazifik zu. Die Behörden schlagen Alarm – und warnen vor zerstörerischen Winden und Überschwemmungen. US-Präsident Trump ruft den Notstand aus.,Highest warning level in the Mariana Islands: Super typhoon “Sinlaku” threatens US external areas in the Pacific. A monster typhoon is heading towards US territories in the Pacific. The authorities are sounding the alarm - and warning of destructive winds and floods. US President Trump declares a state of emergency.,"Praecipuus gradus admonitionis in insulis Marianis: Super typhon ""Sinlaku"" in locis externis US in Pacifico minatur. Typhon monstrum spectat ad fines US in Pacifico. Auctores terrorem sonant - et monitu ventorum et fluminum perniciosorum. Praeses US Trump statum subitis declarat.",2026-04-14 08:50:07+00:00
01187f449377becc7b0dc9fed110af45,2026-04-13T03:30:33Z,'Tropensturm',www.zeit.de,de,0.9,"Heftiger Tropensturm: Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea","Hier finden Sie Informationen zu dem Thema „Heftiger Tropensturm“. Lesen Sie jetzt „Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea“.",https://www.zeit.de/news/2026-04/13/zyklon-maila-im-suedpazifik-elf-tote-in-papua-neuguinea,https://img.zeit.de/news/2026-04/13/zyklon-maila-im-suedpazifik-elf-tote-in-papua-neuguinea-image-group/wide__1300x731,,"Der Zyklon «Maila» hat in Papua-Neuguinea heftige Überschwemmungen und Erdrutsche ausgelöst und mindestens elf Menschen das Leben gekostet. Besonders betroffen ist die autonome Region Bougainville, w… [+2329 chars]",,"Heftiger Tropensturm: Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea. Hier finden Sie Informationen zu dem Thema „Heftiger Tropensturm“. Lesen Sie jetzt „Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea“.","Violent tropical storm: Cyclone ""Maila"" in the South Pacific: Eleven dead in Papua New Guinea. Here you will find information on the topic “Violent Tropical Storm”. Now read “Cyclone Maila in the South Pacific: Eleven dead in Papua New Guinea”.","Tempestas tropica violenta: Cyclone ""Maila"" in Pacifico Australi: Undecim mortui in Papua Nova Guinea. Hic reperies informationem de themate “Volve Tropical Storm”. Nunc legitur ""Cyclone Maila in Pacifico Australi: Undecim mortui in Papua Nova Guinea"".",2026-04-14 14:55:53+00:00
864ee7a850442ceb1f6e73decb2bfec1,2026-04-13T03:30:33Z,'Tropensturm',www.stern.de,de,0.9,"Heftiger Tropensturm: Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea","Ein Zyklon zerstört in Papua-Neuguinea ganze Dörfer. Fast ein Dutzend Menschen sind tot, Hunderte sind obdachlos. Auch die Salomonen sind betroffen. Das Problem: Viele Dörfer liegen sehr abgelegen.",https://www.stern.de/panorama/heftiger-tropensturm--zyklon--maila--im-suedpazifik--elf-tote-in-papua-neuguinea-37302420.html,https://image.stern.de/37302422/t/sV/v1/w1440/r1.7778/-/13--euhhyucqupv10axs2048jpeg---1b41c8300159feb5.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ein Zyklon zerstört in Papua-Neuguinea ganze Dörfer. Fast ein Dutzend Menschen sind tot, Hunderte sind obdachlos. Auch die Salomonen sind betroff… [+2443 chars]",,"Heftiger Tropensturm: Zyklon ""Maila"" im Südpazifik: Elf Tote in Papua-Neuguinea. Ein Zyklon zerstört in Papua-Neuguinea ganze Dörfer. Fast ein Dutzend Menschen sind tot, Hunderte sind obdachlos. Auch die Salomonen sind betroffen. Das Problem: Viele Dörfer liegen sehr abgelegen.","Violent tropical storm: Cyclone ""Maila"" in the South Pacific: Eleven dead in Papua New Guinea. A cyclone destroys entire villages in Papua New Guinea. Almost a dozen people are dead and hundreds are homeless. The Solomon Islands are also affected. The problem: Many villages are very remote.","Tempestas tropica violenta: Cyclone ""Maila"" in Pacifico Australi: Undecim mortui in Papua Nova Guinea. Circulus omnes villas in Papua Nova Guinea destruit. Fere duodecim homines mortui sunt et centum profugos sunt. Insulae Salomonis etiam afficiuntur. Problema: Multae villae valde remotae sunt.",2026-04-14 14:55:53+00:00
8fdeae219163e5029d6fa05b8d84dd9f,2026-04-13T03:31:48Z,'Tropensturm',www.tagesspiegel.de,de,0.9,Heftiger Tropensturm: Zyklon „Maila“ im Südpazifik: Elf Tote in Papua-Neuguinea,"Ein Zyklon zerstört in Papua-Neuguinea ganze Dörfer. Fast ein Dutzend Menschen sind tot, Hunderte sind obdachlos. Auch die Salomonen sind betroffen. Das Problem: Viele Dörfer liegen sehr abgelegen.",https://www.tagesspiegel.de/gesellschaft/panorama/heftiger-tropensturm-zyklon-maila-im-sudpazifik-elf-tote-in-papua-neuguinea-15464169.html,https://www.tagesspiegel.de/images/15464168/alternates/BASE_16_9_W1400/1776051108000/dschungel-in-papua-neuguinea.jpeg,,"Der Zyklon Maila hat in Papua-Neuguinea heftige Überschwemmungen und Erdrutsche ausgelöst und mindestens elf Menschen das Leben gekostet. Besonders betroffen ist die autonome Region Bougainville, wo … [+2946 chars]",,"Heftiger Tropensturm: Zyklon „Maila“ im Südpazifik: Elf Tote in Papua-Neuguinea. Ein Zyklon zerstört in Papua-Neuguinea ganze Dörfer. Fast ein Dutzend Menschen sind tot, Hunderte sind obdachlos. Auch die Salomonen sind betroffen. Das Problem: Viele Dörfer liegen sehr abgelegen.",Violent tropical storm: Cyclone “Maila” in the South Pacific: Eleven dead in Papua New Guinea. A cyclone destroys entire villages in Papua New Guinea. Almost a dozen people are dead and hundreds are homeless. The Solomon Islands are also affected. The problem: Many villages are very remote.,"Vehemens tempestas tropica: Cyclone ""Maila"" in Pacifico Australi: Undecim mortui in Papua Nova Guinea. Circulus omnes villas in Papua Nova Guinea destruit. Fere duodecim homines mortui sunt et centum profugos sunt. Insulae Salomonis etiam afficiuntur. Problema: Multae villae valde remotae sunt.",2026-04-14 14:55:53+00:00
